# Time-averaged data for fix rg_avg_A
# TimeStep c_rg_A
25600 28.5308
25700 28.5535
25800 28.5711
25900 28.5846
26000 28.6174
26100 28.6287
26200 28.6317
26300 28.6371
26400 28.6403
26500 28.6479
26600 28.6766
26700 28.6886
26800 28.6919
26900 28.6903
27000 28.6898
27100 28.7093
27200 28.7067
27300 28.7517
27400 28.7929
27500 28.8276
27600 28.8609
27700 28.8855
27800 28.86
27900 28.8563
28000 28.8537
28100 28.8349
28200 28.8186
28300 28.799
28400 28.8149
28500 28.853
28600 28.8868
28700 28.9102
28800 28.9126
28900 28.9054
29000 28.926
29100 28.939
29200 28.9526
29300 28.9833
29400 29.0107
29500 29.0259
29600 29.0313
29700 29.0412
29800 29.0434
29900 29.029
30000 29.0223
30100 29.0093
30200 29.0088
30300 28.9982
30400 28.9807
30500 28.9885
30600 29.0001
30700 28.9745
30800 28.968
30900 28.966
31000 28.9704
31100 28.9382
31200 28.8989
31300 28.903
31400 28.8974
31500 28.891
31600 28.8911
31700 28.8846
31800 28.8924
31900 28.8998
32000 28.8842
32100 28.8624
32200 28.8636
32300 28.8563
32400 28.8368
32500 28.833
32600 28.8504
32700 28.8509
32800 28.8448
32900 28.8496
33000 28.838
33100 28.831
33200 28.827
33300 28.8412
33400 28.8302
33500 28.8259
33600 28.8317
33700 28.8218
33800 28.8252
33900 28.8136
34000 28.7983
34100 28.7866
34200 28.788
34300 28.7768
34400 28.7753
34500 28.7785
34600 28.7745
34700 28.7734
34800 28.767
34900 28.7811
35000 28.7778
35100 28.7868
35200 28.7843
35300 28.7996
35400 28.7877
35500 28.7726
35600 28.7518
35700 28.7412
35800 28.7299
35900 28.7243
36000 28.7215
36100 28.702
36200 28.6774
36300 28.674
36400 28.6699
36500 28.6845
36600 28.7221
36700 28.7318
36800 28.752
36900 28.7538
37000 28.7728
37100 28.7479
37200 28.736
37300 28.7546
37400 28.7902
37500 28.8044
37600 28.83
37700 28.848
37800 28.8301
37900 28.8381
38000 28.8443
38100 28.8383
38200 28.8326
38300 28.8473
38400 28.8636
38500 28.8763
38600 28.893
38700 28.9064
38800 28.9087
38900 28.9166
39000 28.9233
39100 28.926
39200 28.9176
39300 28.9189
39400 28.9207
39500 28.9158
39600 28.9247
39700 28.9284
39800 28.9263
39900 28.9344
40000 28.9319
40100 28.9414
40200 28.9213
40300 28.9315
40400 28.9286
40500 28.9259
40600 28.9452
40700 28.9928
40800 29.0216
40900 29.0345
41000 29.0278
41100 29.0267
41200 29.02
41300 29.0421
41400 29.0419
41500 29.0422
41600 29.0145
41700 29.0072
41800 29.0061
41900 29.0217
42000 29.044
42100 29.0484
42200 29.0486
42300 29.0524
42400 29.0526
42500 29.0445
42600 29.045
42700 29.0588
42800 29.0637
42900 29.0569
43000 29.0671
43100 29.0645
43200 29.0677
43300 29.0796
43400 29.0944
43500 29.1235
43600 29.1275
43700 29.1346
43800 29.1502
43900 29.1843
44000 29.196
44100 29.198
44200 29.2045
44300 29.1925
44400 29.1791
44500 29.1797
44600 29.1937
44700 29.2145
44800 29.214
44900 29.2247
45000 29.2295
45100 29.2454
45200 29.2688
45300 29.292
45400 29.3091
45500 29.3232
45600 29.3451
45700 29.34
45800 29.3407
45900 29.3502
46000 29.3492
46100 29.3626
46200 29.3512
46300 29.3257
46400 29.3324
46500 29.3416
46600 29.3503
46700 29.3599
46800 29.3754
46900 29.3904
47000 29.4028
47100 29.3795
47200 29.38
47300 29.38
47400 29.394
47500 29.3862
47600 29.3926
47700 29.3864
47800 29.3836
47900 29.3746
48000 29.3962
48100 29.397
48200 29.3991
48300 29.3985
48400 29.4181
48500 29.4485
48600 29.4732
48700 29.5085
48800 29.5061
48900 29.5118
49000 29.5189
49100 29.548
49200 29.5849
49300 29.6137
49400 29.5959
49500 29.5686
49600 29.5716
49700 29.5465
49800 29.5541
49900 29.5547
50000 29.5529
50100 29.5539
50200 29.5463
50300 29.5617
50400 29.5648
50500 29.5562
50600 29.5571
50700 29.5484
50800 29.5538
50900 29.5942
51000 29.6129
51100 29.6241
51200 29.622
51300 29.6268
51400 29.6359
51500 29.6299
51600 29.6169
51700 29.5932
51800 29.5807
51900 29.5997
52000 29.6128
52100 29.6122
52200 29.6062
52300 29.6218
52400 29.6408
52500 29.6509
52600 29.6428
52700 29.6482
52800 29.639
52900 29.6362
53000 29.6479
53100 29.6303
53200 29.6203
53300 29.6335
53400 29.62
53500 29.6008
53600 29.5807
53700 29.5762
53800 29.576
53900 29.5535
54000 29.5309
54100 29.5311
54200 29.535
54300 29.5628
54400 29.5705
54500 29.5671
54600 29.5488
54700 29.554
54800 29.5712
54900 29.6098
55000 29.6165
55100 29.5972
55200 29.5833
55300 29.5881
55400 29.5836
55500 29.5845
55600 29.5885
55700 29.5632
55800 29.5293
55900 29.5156
56000 29.5041
56100 29.5078
56200 29.503
56300 29.5199
56400 29.5263
56500 29.5399
56600 29.5707
56700 29.5968
56800 29.6046
56900 29.6111
57000 29.6029
57100 29.5878
57200 29.5701
57300 29.5544
57400 29.5357
57500 29.5138
57600 29.5203
57700 29.5319
57800 29.5538
57900 29.556
58000 29.5409
58100 29.5217
58200 29.4919
58300 29.4834
58400 29.4652
58500 29.4588
58600 29.4714
58700 29.473
58800 29.4796
58900 29.4782
59000 29.4675
59100 29.4641
59200 29.4629
59300 29.4789
59400 29.4775
59500 29.4649
59600 29.475
59700 29.4991
59800 29.5039
59900 29.5177
60000 29.5283
60100 29.5183
60200 29.5253
60300 29.5522
60400 29.5656
60500 29.5407
60600 29.5317
60700 29.525
60800 29.5321
60900 29.5489
61000 29.5525
61100 29.5527
61200 29.5587
61300 29.5665
61400 29.6007
61500 29.6179
61600 29.6465
61700 29.6625
61800 29.6622
61900 29.6685
62000 29.6557
62100 29.6434
62200 29.6209
62300 29.6204
62400 29.6319
62500 29.6312
62600 29.63
62700 29.6586
62800 29.6639
62900 29.6795
63000 29.6703
63100 29.6582
63200 29.6547
63300 29.6521
63400 29.6597
63500 29.6646
63600 29.6548
63700 29.6512
63800 29.629
63900 29.6071
64000 29.6165
64100 29.6043
64200 29.6045
64300 29.589
64400 29.6017
64500 29.615
64600 29.61
64700 29.6143
64800 29.6203
64900 29.6435
65000 29.6459
65100 29.6582
65200 29.6749
65300 29.695
65400 29.676
65500 29.6798
65600 29.6962
65700 29.6968
65800 29.6749
65900 29.6485
66000 29.646
66100 29.6554
66200 29.6634
66300 29.6632
66400 29.6663
66500 29.6554
66600 29.6656
66700 29.6765
66800 29.6773
66900 29.6901
67000 29.6944
67100 29.7055
67200 29.7016
67300 29.6901
67400 29.697
67500 29.703
67600 29.7198
67700 29.731
67800 29.7372
67900 29.7544
68000 29.765
68100 29.7732
68200 29.7907
68300 29.7939
68400 29.8009
68500 29.8113
68600 29.8088
68700 29.812
68800 29.8347
68900 29.8558
69000 29.8767
69100 29.878
69200 29.8632
69300 29.851
69400 29.8416
69500 29.8174
69600 29.7875
69700 29.7752
69800 29.7607
69900 29.7442
70000 29.773
70100 29.7847
70200 29.7831
70300 29.7786
70400 29.7916
70500 29.8313
70600 29.8429
70700 29.8506
70800 29.8385
70900 29.8383
71000 29.847
71100 29.8393
71200 29.8344
71300 29.8568
71400 29.8582
71500 29.8587
71600 29.855
71700 29.8716
71800 29.8858
71900 29.8875
72000 29.895
72100 29.9205
72200 29.9323
72300 29.9301
72400 29.9226
72500 29.9238
72600 29.9507
72700 29.9726
72800 29.9835
72900 29.9895
73000 29.9928
73100 29.9791
73200 29.9762
73300 29.9758
73400 29.9786
73500 29.9724
73600 30.0006
73700 29.9997
73800 30.0121
73900 30.037
74000 30.0412
74100 30.0346
74200 30.0233
74300 30.0272
74400 30.0389
74500 30.0198
74600 30.0034
74700 30.0032
74800 30.021
74900 30.044
75000 30.0475
75100 30.0734
75200 30.0846
75300 30.0902
75400 30.0949
75500 30.1203
75600 30.1366
75700 30.1514
75800 30.1478
75900 30.1657
76000 30.1709
76100 30.1538
76200 30.1591
76300 30.1577
76400 30.1656
76500 30.19
76600 30.2109
76700 30.2323
76800 30.2307
76900 30.1989
77000 30.162
77100 30.1525
77200 30.1528
77300 30.1763
77400 30.173
77500 30.1676
77600 30.1436
77700 30.1474
77800 30.1612
77900 30.1526
78000 30.1337
78100 30.1385
78200 30.1307
78300 30.1144
78400 30.1043
78500 30.1103
78600 30.1054
78700 30.0746
78800 30.0476
78900 30.0254
79000 30.005
79100 30.018
79200 30.0313
79300 30.0178
79400 29.9829
79500 29.9788
79600 29.9905
79700 30.0168
79800 30.0036
79900 29.9696
80000 29.962
80100 29.9746
80200 29.9755
80300 29.9888
80400 30.0134
80500 30.0098
80600 30.0074
80700 30.0013
80800 30.0031
80900 30.0048
81000 30.0118
81100 30.0008
81200 29.9883
81300 29.9702
81400 29.9561
81500 29.9352
81600 29.9074
81700 29.9126
81800 29.9234
81900 29.9187
82000 29.9143
82100 29.9218
82200 29.9443
82300 29.9659
82400 29.9798
82500 29.9445
82600 29.9052
82700 29.8913
82800 29.8668
82900 29.8915
83000 29.8964
83100 29.9057
83200 29.874
83300 29.8647
83400 29.8657
83500 29.883
83600 29.9013
83700 29.9067
83800 29.8855
83900 29.8672
84000 29.8479
84100 29.8263
84200 29.8274
84300 29.8254
84400 29.8089
84500 29.8165
84600 29.8234
84700 29.821
84800 29.8282
84900 29.8168
85000 29.8209
85100 29.8098
85200 29.7979
85300 29.8064
85400 29.8243
85500 29.832
85600 29.8209
85700 29.8063
85800 29.7926
85900 29.7859
86000 29.782
86100 29.7784
86200 29.7817
86300 29.767
86400 29.7713
86500 29.7722
86600 29.7768
86700 29.787
86800 29.7717
86900 29.7686
87000 29.7609
87100 29.7403
87200 29.7548
87300 29.7624
87400 29.7659
87500 29.7521
87600 29.7632
87700 29.7756
87800 29.7663
87900 29.761
88000 29.7462
88100 29.731
88200 29.725
88300 29.7383
88400 29.7517
88500 29.7581
88600 29.7564
88700 29.7522
88800 29.7625
88900 29.7809
89000 29.801
89100 29.8057
89200 29.7963
89300 29.7804
89400 29.7725
89500 29.7569
89600 29.7493
89700 29.744
89800 29.7565
89900 29.7555
90000 29.7369
90100 29.7295
90200 29.7206
90300 29.7
90400 29.7173
90500 29.7135
90600 29.7109
90700 29.6965
90800 29.6695
90900 29.6712
91000 29.6928
91100 29.6936
91200 29.701
91300 29.6996
91400 29.6818
91500 29.6811
91600 29.666
91700 29.6638
91800 29.6629
91900 29.6658
92000 29.6705
92100 29.6742
92200 29.6686
92300 29.6538
92400 29.6425
92500 29.6418
92600 29.64
92700 29.6145
92800 29.5914
92900 29.591
93000 29.5741
93100 29.5661
93200 29.5288
93300 29.5048
93400 29.4861
93500 29.5023
93600 29.5051
93700 29.5182
93800 29.5272
93900 29.534
94000 29.5567
94100 29.5606
94200 29.5749
94300 29.5887
94400 29.6048
94500 29.6346
94600 29.646
94700 29.6598
94800 29.6752
94900 29.6799
95000 29.6962
95100 29.725
95200 29.7357
95300 29.7474
95400 29.756
95500 29.7497
95600 29.7355
95700 29.7199
95800 29.7175
95900 29.7216
96000 29.7019
96100 29.7045
96200 29.7305
96300 29.7512
96400 29.7456
96500 29.7323
96600 29.7167
96700 29.7166
96800 29.7206
96900 29.7271
97000 29.7094
97100 29.7315
97200 29.754
97300 29.7556
97400 29.7636
97500 29.7862
97600 29.7954
97700 29.7931
97800 29.7833
97900 29.7623
98000 29.7403
98100 29.731
98200 29.7373
98300 29.762
98400 29.7712
98500 29.7588
98600 29.7449
98700 29.7451
98800 29.74
98900 29.7293
99000 29.7356
99100 29.7238
99200 29.7295
99300 29.7344
99400 29.7415
99500 29.7243
99600 29.708
99700 29.6856
99800 29.6763
99900 29.7085
100000 29.7182
