# Time-averaged data for fix rg_avg_B
# TimeStep c_rg_B
18000 26.3133
18100 26.3438
18200 26.3727
18300 26.3791
18400 26.4031
18500 26.4164
18600 26.4308
18700 26.4423
18800 26.449
18900 26.4648
19000 26.4709
19100 26.4893
19200 26.5465
19300 26.5709
19400 26.5739
19500 26.5577
19600 26.5461
19700 26.5546
19800 26.5618
19900 26.58
20000 26.5863
20100 26.5908
20200 26.6018
20300 26.6134
20400 26.6468
20500 26.6734
20600 26.7094
20700 26.7577
20800 26.8177
20900 26.8389
21000 26.8675
21100 26.9001
21200 26.9353
21300 26.942
21400 26.982
21500 26.9898
21600 26.9818
21700 26.9425
21800 26.9465
21900 26.9353
22000 26.9565
22100 27.0082
22200 27.0275
22300 27.0246
22400 27.0229
22500 27.0083
22600 26.9912
22700 26.9762
22800 26.9752
22900 26.9921
23000 27.0242
23100 27.0448
23200 27.0558
23300 27.0676
23400 27.0825
23500 27.0984
23600 27.0758
23700 27.0966
23800 27.0976
23900 27.0893
24000 27.0776
24100 27.0836
24200 27.1029
24300 27.128
24400 27.184
24500 27.2195
24600 27.2369
24700 27.2483
24800 27.2711
24900 27.3014
25000 27.3389
25100 27.3658
25200 27.3889
25300 27.4016
25400 27.4195
25500 27.4316
25600 27.4429
25700 27.4428
25800 27.4342
25900 27.4598
26000 27.4853
26100 27.4992
26200 27.5322
26300 27.5421
26400 27.5416
26500 27.5603
26600 27.5786
26700 27.5742
26800 27.5782
26900 27.5785
27000 27.5926
27100 27.633
27200 27.6602
27300 27.6884
27400 27.6968
27500 27.7184
27600 27.7236
27700 27.7605
27800 27.8083
27900 27.8364
28000 27.8696
28100 27.8958
28200 27.9138
28300 27.9291
28400 27.9537
28500 27.9637
28600 27.995
28700 28.0134
28800 28.0419
28900 28.0389
29000 28.0391
29100 28.0534
29200 28.0724
29300 28.0819
29400 28.1204
29500 28.1284
29600 28.1275
29700 28.1096
29800 28.1263
29900 28.1692
30000 28.1952
30100 28.2015
30200 28.2084
30300 28.2042
30400 28.2092
30500 28.2587
30600 28.2764
30700 28.3148
30800 28.3408
30900 28.324
31000 28.3056
31100 28.3069
31200 28.332
31300 28.3742
31400 28.4009
31500 28.4269
31600 28.4272
31700 28.4372
31800 28.4411
31900 28.4486
32000 28.4512
32100 28.4954
32200 28.5234
32300 28.5406
32400 28.5734
32500 28.6046
32600 28.635
32700 28.6514
32800 28.683
32900 28.7268
33000 28.7449
33100 28.7675
33200 28.7738
33300 28.7647
33400 28.7853
33500 28.8067
33600 28.8408
33700 28.877
33800 28.8842
33900 28.8706
34000 28.8866
34100 28.9268
34200 28.9329
34300 28.9487
34400 28.9639
34500 28.9538
34600 28.9571
34700 29.0046
34800 29.054
34900 29.0691
35000 29.0935
35100 29.1292
35200 29.1521
35300 29.1824
35400 29.1916
35500 29.2136
35600 29.2733
35700 29.2993
35800 29.3341
35900 29.36
36000 29.3831
36100 29.4044
36200 29.4339
36300 29.4897
36400 29.5418
36500 29.6027
36600 29.6389
36700 29.6491
36800 29.6759
36900 29.7024
37000 29.7223
37100 29.7257
37200 29.7237
37300 29.7197
37400 29.7539
37500 29.7648
37600 29.7667
37700 29.7954
37800 29.8145
37900 29.826
38000 29.8293
38100 29.8571
38200 29.8782
38300 29.91
38400 29.9421
38500 29.9696
38600 29.9947
38700 30.0406
38800 30.0839
38900 30.1467
39000 30.1555
39100 30.163
39200 30.1865
39300 30.191
39400 30.2141
39500 30.2422
39600 30.2703
39700 30.2818
39800 30.2935
39900 30.2994
40000 30.3061
40100 30.3
40200 30.3268
40300 30.3431
40400 30.3529
40500 30.3592
40600 30.3786
40700 30.4051
40800 30.432
40900 30.4541
41000 30.4677
41100 30.4732
41200 30.502
41300 30.5166
41400 30.5741
41500 30.6216
41600 30.6586
41700 30.6849
41800 30.6829
41900 30.6738
42000 30.6694
42100 30.6753
42200 30.685
42300 30.6825
42400 30.71
42500 30.7066
42600 30.7244
42700 30.7257
42800 30.7001
42900 30.6844
43000 30.6811
43100 30.6989
43200 30.7217
43300 30.7172
43400 30.7244
43500 30.7473
43600 30.7684
43700 30.7885
43800 30.8179
43900 30.8725
44000 30.8961
44100 30.8935
44200 30.913
44300 30.9202
44400 30.9355
44500 30.9419
44600 30.9647
44700 30.9586
44800 30.9766
44900 30.9828
45000 30.9821
45100 30.9852
45200 30.9896
45300 30.9837
45400 30.9647
45500 30.9779
45600 30.9769
45700 30.9663
45800 30.9497
45900 30.9939
46000 31.0273
46100 31.0222
46200 31.0278
46300 31.0623
46400 31.0958
46500 31.107
46600 31.1073
46700 31.1236
46800 31.1437
46900 31.1557
47000 31.1574
47100 31.1412
47200 31.1452
47300 31.1596
47400 31.1676
47500 31.1622
47600 31.1772
47700 31.1651
47800 31.1541
47900 31.1447
48000 31.1438
48100 31.1664
48200 31.177
48300 31.1921
48400 31.2121
48500 31.2294
48600 31.2679
48700 31.3172
48800 31.3789
48900 31.4135
49000 31.4368
49100 31.4663
49200 31.4937
49300 31.5413
49400 31.5636
49500 31.581
49600 31.5856
49700 31.5761
49800 31.5999
49900 31.6255
50000 31.6524
50100 31.6699
50200 31.7006
50300 31.7345
50400 31.7546
50500 31.7588
50600 31.7707
50700 31.7619
50800 31.7553
50900 31.7763
51000 31.7946
51100 31.8047
51200 31.8076
51300 31.8059
51400 31.7979
51500 31.8338
51600 31.8645
51700 31.874
51800 31.8478
51900 31.849
52000 31.8745
52100 31.8988
52200 31.9359
52300 31.9508
52400 31.9767
52500 31.982
52600 32.007
52700 32.0609
52800 32.0652
52900 32.0794
53000 32.0925
53100 32.0991
53200 32.1067
53300 32.1087
53400 32.1041
53500 32.1277
53600 32.124
53700 32.1337
53800 32.105
53900 32.0947
54000 32.1072
54100 32.1458
54200 32.1876
54300 32.1992
54400 32.2058
54500 32.2197
54600 32.2686
54700 32.3136
54800 32.3391
54900 32.3778
55000 32.4173
55100 32.4524
55200 32.4666
55300 32.4788
55400 32.5098
55500 32.5369
55600 32.5249
55700 32.5322
55800 32.562
55900 32.5859
56000 32.6055
56100 32.6032
56200 32.6263
56300 32.6472
56400 32.6659
56500 32.707
56600 32.7438
56700 32.7924
56800 32.7994
56900 32.7861
57000 32.7652
57100 32.7941
57200 32.8
57300 32.8069
57400 32.8254
57500 32.8548
57600 32.8836
57700 32.8986
57800 32.8996
57900 32.9443
58000 32.9687
58100 33.0072
58200 33.0131
58300 33.0327
58400 33.0625
58500 33.0875
58600 33.107
58700 33.1303
58800 33.1532
58900 33.1485
59000 33.1417
59100 33.1784
59200 33.2041
59300 33.2276
59400 33.2586
59500 33.286
59600 33.2999
59700 33.3324
59800 33.3889
59900 33.4262
60000 33.442
60100 33.4517
60200 33.4572
60300 33.4592
60400 33.4662
60500 33.454
60600 33.4445
60700 33.4432
60800 33.4632
60900 33.4854
61000 33.5086
61100 33.5272
61200 33.5396
61300 33.5374
61400 33.5578
61500 33.5695
61600 33.5778
61700 33.5745
61800 33.5444
61900 33.5374
62000 33.5231
62100 33.5279
62200 33.5623
62300 33.5888
62400 33.6054
62500 33.6246
62600 33.658
62700 33.6867
62800 33.7342
62900 33.7581
63000 33.7954
63100 33.8051
63200 33.8133
63300 33.8202
63400 33.8034
63500 33.8005
63600 33.8123
63700 33.8414
63800 33.8772
63900 33.9344
64000 33.988
64100 34.0206
64200 34.0511
64300 34.0883
64400 34.0863
64500 34.1104
64600 34.1557
64700 34.1881
64800 34.2029
64900 34.2257
65000 34.2762
65100 34.2841
65200 34.2774
65300 34.2951
65400 34.3125
65500 34.3653
65600 34.3859
65700 34.4106
65800 34.4384
65900 34.5133
66000 34.5602
66100 34.5889
66200 34.6148
66300 34.654
66400 34.698
66500 34.7248
66600 34.7492
66700 34.7869
66800 34.8421
66900 34.871
67000 34.9054
67100 34.9442
67200 34.9834
67300 35.0435
67400 35.0993
67500 35.1565
67600 35.2208
67700 35.2469
67800 35.2723
67900 35.3003
68000 35.3092
68100 35.3264
68200 35.3684
68300 35.4198
68400 35.4541
68500 35.5213
68600 35.5696
68700 35.6059
68800 35.6392
68900 35.6726
69000 35.7209
69100 35.7494
69200 35.778
69300 35.8109
69400 35.8496
69500 35.8685
69600 35.9017
69700 35.9486
69800 35.9823
69900 36.0627
70000 36.1097
70100 36.1438
70200 36.1786
70300 36.222
70400 36.231
70500 36.2488
70600 36.2716
70700 36.2843
70800 36.3029
70900 36.3412
71000 36.3435
71100 36.3808
71200 36.4049
71300 36.4382
71400 36.49
71500 36.5071
71600 36.5391
71700 36.5819
71800 36.6229
71900 36.6773
72000 36.7322
72100 36.7625
72200 36.8129
72300 36.8278
72400 36.8532
72500 36.8762
72600 36.9051
72700 36.9487
72800 36.9638
72900 37.0002
73000 37.0363
73100 37.0343
73200 37.0635
73300 37.1093
73400 37.1391
73500 37.1722
73600 37.1958
73700 37.1944
73800 37.1837
73900 37.1917
74000 37.2297
74100 37.2406
74200 37.2522
74300 37.2829
74400 37.3
74500 37.3337
74600 37.3645
74700 37.3861
74800 37.4244
74900 37.4474
75000 37.469
75100 37.4874
75200 37.5237
75300 37.5641
75400 37.5912
75500 37.6047
75600 37.6438
75700 37.6776
75800 37.6993
75900 37.729
76000 37.7745
76100 37.7922
76200 37.7945
76300 37.8054
76400 37.8332
76500 37.8537
76600 37.8906
76700 37.9041
76800 37.9297
76900 37.9655
77000 38.0067
77100 38.0166
77200 38.0324
77300 38.0778
77400 38.1297
77500 38.1586
77600 38.1873
77700 38.228
77800 38.2527
77900 38.2745
78000 38.3042
78100 38.3585
78200 38.3848
78300 38.4211
78400 38.4444
78500 38.4597
78600 38.4826
78700 38.5285
78800 38.5686
78900 38.5956
79000 38.613
79100 38.639
79200 38.6662
79300 38.6807
79400 38.6996
79500 38.7139
79600 38.7212
79700 38.7354
79800 38.7721
79900 38.7916
80000 38.7886
80100 38.7855
80200 38.7958
80300 38.8043
80400 38.812
80500 38.8493
80600 38.8603
80700 38.8945
80800 38.9251
80900 38.9523
81000 38.988
81100 39.0282
81200 39.0385
81300 39.0354
81400 39.0451
81500 39.0498
81600 39.0723
81700 39.0971
81800 39.1096
81900 39.1109
82000 39.1058
82100 39.0966
82200 39.0874
82300 39.0911
82400 39.091
82500 39.1264
82600 39.1326
82700 39.145
82800 39.1662
82900 39.1477
83000 39.1316
83100 39.1191
83200 39.1027
83300 39.087
83400 39.073
83500 39.0713
83600 39.0684
83700 39.0622
83800 39.053
83900 39.047
84000 39.0574
84100 39.0669
84200 39.0655
84300 39.0747
84400 39.0895
84500 39.1172
84600 39.1491
84700 39.1567
84800 39.1343
84900 39.1303
85000 39.1076
85100 39.0865
85200 39.0691
85300 39.047
85400 39.0247
85500 39.014
85600 39.0238
85700 39.0289
85800 39.025
85900 39.0321
86000 39.0268
86100 39.0239
86200 39.0072
86300 38.9854
86400 38.9661
86500 38.9299
86600 38.9163
86700 38.9191
86800 38.9317
86900 38.9293
87000 38.9414
87100 38.9271
87200 38.9176
87300 38.929
87400 38.9587
87500 38.9655
87600 38.9442
87700 38.9412
87800 38.9384
87900 38.9345
88000 38.9303
88100 38.916
88200 38.9134
88300 38.9039
88400 38.9196
88500 38.9187
88600 38.9534
88700 38.9825
88800 38.9877
88900 38.9774
89000 38.961
89100 38.9703
89200 38.9812
89300 38.9862
89400 38.9688
89500 38.9696
89600 38.9913
89700 39.0021
89800 38.9863
89900 38.9542
90000 38.9403
90100 38.9348
90200 38.9321
90300 38.9305
90400 38.9464
90500 38.9657
90600 38.9818
90700 38.9804
90800 38.966
90900 38.9668
91000 38.9824
91100 38.9804
91200 38.9588
91300 38.9202
91400 38.9135
91500 38.916
91600 38.9276
91700 38.9628
91800 38.9817
91900 38.9922
92000 39.0041
92100 39.03
92200 39.0672
92300 39.0965
92400 39.1143
92500 39.1317
92600 39.1571
92700 39.1699
92800 39.186
92900 39.203
93000 39.1884
93100 39.1776
93200 39.167
93300 39.165
93400 39.1812
93500 39.1832
93600 39.1677
93700 39.1722
93800 39.1892
93900 39.205
94000 39.2152
94100 39.2266
94200 39.2032
94300 39.197
94400 39.1708
94500 39.1545
94600 39.1505
94700 39.1549
94800 39.1523
94900 39.1505
95000 39.1566
95100 39.1625
95200 39.1568
95300 39.1631
95400 39.1608
95500 39.1549
95600 39.144
95700 39.155
95800 39.1654
95900 39.1827
96000 39.1836
96100 39.195
96200 39.216
96300 39.2181
96400 39.208
96500 39.2075
96600 39.2165
96700 39.2044
96800 39.19
96900 39.1909
97000 39.1778
97100 39.1753
97200 39.1489
97300 39.1166
97400 39.0952
97500 39.0898
97600 39.1181
97700 39.1313
97800 39.1375
97900 39.1277
98000 39.129
98100 39.1293
98200 39.1487
98300 39.1566
98400 39.1697
98500 39.1549
98600 39.1595
98700 39.1588
98800 39.1663
98900 39.1762
99000 39.1738
99100 39.1746
99200 39.1871
99300 39.1994
99400 39.223
99500 39.2509
99600 39.2532
99700 39.2668
99800 39.2661
99900 39.2876
100000 39.2905
