# Time-averaged data for fix rg_avg_A
# TimeStep c_rg_A
19500 24.304
19600 24.297
19700 24.2904
19800 24.2945
19900 24.3009
20000 24.2778
20100 24.2641
20200 24.2594
20300 24.275
20400 24.2515
20500 24.2373
20600 24.2446
20700 24.2792
20800 24.2602
20900 24.27
21000 24.273
21100 24.2648
21200 24.2403
21300 24.2414
21400 24.2173
21500 24.2105
21600 24.1976
21700 24.1962
21800 24.1649
21900 24.14
22000 24.1284
22100 24.1412
22200 24.1663
22300 24.1855
22400 24.2286
22500 24.2571
22600 24.2717
22700 24.3085
22800 24.335
22900 24.3695
23000 24.371
23100 24.3674
23200 24.3738
23300 24.368
23400 24.3481
23500 24.3283
23600 24.3087
23700 24.2842
23800 24.2743
23900 24.2609
24000 24.2642
24100 24.256
24200 24.2553
24300 24.2644
24400 24.2796
24500 24.2865
24600 24.2891
24700 24.2702
24800 24.2724
24900 24.2683
25000 24.269
25100 24.2677
25200 24.2774
25300 24.2821
25400 24.3061
25500 24.2915
25600 24.296
25700 24.3142
25800 24.3132
25900 24.3057
26000 24.2922
26100 24.2752
26200 24.2748
26300 24.2866
26400 24.2873
26500 24.2971
26600 24.3112
26700 24.3144
26800 24.3317
26900 24.3441
27000 24.3721
27100 24.379
27200 24.4014
27300 24.395
27400 24.3915
27500 24.3903
27600 24.4079
27700 24.4193
27800 24.4309
27900 24.4386
28000 24.4523
28100 24.4843
28200 24.5102
28300 24.5387
28400 24.5396
28500 24.5373
28600 24.5427
28700 24.5518
28800 24.55
28900 24.5683
29000 24.5875
29100 24.6103
29200 24.6244
29300 24.6568
29400 24.6664
29500 24.6786
29600 24.6918
29700 24.6918
29800 24.6995
29900 24.6931
30000 24.7043
30100 24.7205
30200 24.7094
30300 24.7063
30400 24.709
30500 24.7208
30600 24.7422
30700 24.7499
30800 24.7264
30900 24.7341
31000 24.7398
31100 24.7295
31200 24.7303
31300 24.7591
31400 24.7753
31500 24.7775
31600 24.7855
31700 24.8038
31800 24.8292
31900 24.8291
32000 24.8332
32100 24.8397
32200 24.876
32300 24.9112
32400 24.9306
32500 24.9704
32600 24.9819
32700 25.0003
32800 25.0514
32900 25.0898
33000 25.1188
33100 25.1388
33200 25.1686
33300 25.1706
33400 25.18
33500 25.1672
33600 25.1415
33700 25.1297
33800 25.1359
33900 25.1448
34000 25.1444
34100 25.1303
34200 25.1322
34300 25.1131
34400 25.1026
34500 25.1036
34600 25.1052
34700 25.1267
34800 25.132
34900 25.1455
35000 25.1399
35100 25.1443
35200 25.1392
35300 25.124
35400 25.0867
35500 25.0828
35600 25.0743
35700 25.0632
35800 25.0457
35900 25.0165
36000 25.0373
36100 25.0403
36200 25.0377
36300 25.0433
36400 25.0538
36500 25.0424
36600 25.0282
36700 25.0043
36800 24.9588
36900 24.9661
37000 24.9895
37100 24.9865
37200 24.9893
37300 25.0126
37400 25.0221
37500 25.036
37600 25.0227
37700 25.0057
37800 24.9911
37900 25.0088
38000 24.9947
38100 24.9627
38200 24.9517
38300 24.9474
38400 24.9386
38500 24.9347
38600 24.9338
38700 24.9361
38800 24.9253
38900 24.9201
39000 24.9134
39100 24.9231
39200 24.9351
39300 24.9538
39400 24.9726
39500 24.9787
39600 24.9805
39700 24.9927
39800 24.9831
39900 24.9875
40000 24.9995
40100 25.0115
40200 25.0264
40300 25.0327
40400 25.0421
40500 25.0826
40600 25.1041
40700 25.1287
40800 25.1854
40900 25.2342
41000 25.2541
41100 25.267
41200 25.2782
41300 25.2817
41400 25.2815
41500 25.3011
41600 25.3045
41700 25.3235
41800 25.3421
41900 25.3588
42000 25.381
42100 25.4095
42200 25.4259
42300 25.423
42400 25.4301
42500 25.4302
42600 25.4187
42700 25.4267
42800 25.4228
42900 25.399
43000 25.3817
43100 25.3988
43200 25.4301
43300 25.4611
43400 25.4699
43500 25.4724
43600 25.4711
43700 25.4908
43800 25.4883
43900 25.4704
44000 25.4563
44100 25.441
44200 25.4242
44300 25.4115
44400 25.4016
44500 25.4103
44600 25.438
44700 25.4469
44800 25.4254
44900 25.4467
45000 25.441
45100 25.4499
45200 25.4224
45300 25.4061
45400 25.4135
45500 25.422
45600 25.417
45700 25.4204
45800 25.4089
45900 25.3906
46000 25.3502
46100 25.3287
46200 25.3064
46300 25.2767
46400 25.2644
46500 25.2514
46600 25.2443
46700 25.2457
46800 25.2404
46900 25.2275
47000 25.204
47100 25.1906
47200 25.1897
47300 25.175
47400 25.1615
47500 25.1473
47600 25.1569
47700 25.1588
47800 25.1691
47900 25.1509
48000 25.16
48100 25.1585
48200 25.163
48300 25.1686
48400 25.1868
48500 25.1982
48600 25.1889
48700 25.1888
48800 25.1614
48900 25.1322
49000 25.1067
49100 25.0802
49200 25.0648
49300 25.0308
49400 25.0306
49500 25.032
49600 25.0155
49700 25.0149
49800 25.0128
49900 25.0237
50000 25.0139
50100 24.9866
50200 24.9523
50300 24.9169
50400 24.911
50500 24.915
50600 24.9267
50700 24.9562
50800 24.9593
50900 24.9369
51000 24.925
51100 24.8813
51200 24.8458
51300 24.7995
51400 24.7766
51500 24.7611
51600 24.7641
51700 24.7784
51800 24.7633
51900 24.752
52000 24.7672
52100 24.7755
52200 24.7988
52300 24.7915
52400 24.7698
52500 24.7615
52600 24.7356
52700 24.6802
52800 24.6473
52900 24.6326
53000 24.6235
53100 24.6165
53200 24.6079
53300 24.5995
53400 24.5892
53500 24.5925
53600 24.5947
53700 24.5864
53800 24.5965
53900 24.5899
54000 24.5829
54100 24.5713
54200 24.5603
54300 24.542
54400 24.5135
54500 24.4867
54600 24.4733
54700 24.4669
54800 24.4607
54900 24.4413
55000 24.4397
55100 24.4358
55200 24.426
55300 24.3946
55400 24.395
55500 24.3783
55600 24.3782
55700 24.3577
55800 24.3602
55900 24.3362
56000 24.3214
56100 24.3149
56200 24.2984
56300 24.2795
56400 24.2654
56500 24.2319
56600 24.2009
56700 24.154
56800 24.1109
56900 24.0666
57000 24.0353
57100 24.0168
57200 23.9979
57300 23.9765
57400 23.9375
57500 23.9194
57600 23.9083
57700 23.9032
57800 23.9008
57900 23.878
58000 23.8681
58100 23.8455
58200 23.8351
58300 23.8467
58400 23.8206
58500 23.8242
58600 23.8099
58700 23.7748
58800 23.7752
58900 23.7666
59000 23.7509
59100 23.7043
59200 23.6454
59300 23.6048
59400 23.5831
59500 23.5567
59600 23.5324
59700 23.5152
59800 23.4943
59900 23.4975
60000 23.4936
60100 23.4612
60200 23.4284
60300 23.4073
60400 23.3977
60500 23.3814
60600 23.3481
60700 23.3073
60800 23.3006
60900 23.3081
61000 23.3195
61100 23.2938
61200 23.2942
61300 23.2872
61400 23.2776
61500 23.2652
61600 23.2384
61700 23.218
61800 23.1777
61900 23.144
62000 23.1167
62100 23.0856
62200 23.0788
62300 23.0924
62400 23.0853
62500 23.0728
62600 23.0745
62700 23.0915
62800 23.0807
62900 23.0707
63000 23.057
63100 23.0581
63200 23.048
63300 23.0489
63400 23.0762
63500 23.0882
63600 23.1134
63700 23.1116
63800 23.1226
63900 23.1182
64000 23.0998
64100 23.0936
64200 23.1168
64300 23.1333
64400 23.1377
64500 23.1283
64600 23.0869
64700 23.0794
64800 23.0792
64900 23.0984
65000 23.0968
65100 23.1006
65200 23.0916
65300 23.0628
65400 23.0441
65500 23.0786
65600 23.0972
65700 23.1041
65800 23.0977
65900 23.0815
66000 23.0722
66100 23.051
66200 23.0397
66300 23.0193
66400 23.0191
66500 22.9991
66600 22.9875
66700 22.9681
66800 22.9583
66900 22.9616
67000 22.9513
67100 22.9595
67200 22.9916
67300 23.0223
67400 23.0265
67500 23.0345
67600 23.0543
67700 23.0829
67800 23.0836
67900 23.0812
68000 23.09
68100 23.118
68200 23.1399
68300 23.1309
68400 23.1145
68500 23.0926
68600 23.0744
68700 23.0576
68800 23.0709
68900 23.0429
69000 22.9925
69100 22.9631
69200 22.947
69300 22.9377
69400 22.9238
69500 22.9095
69600 22.931
69700 22.938
69800 22.9174
69900 22.8726
70000 22.8655
70100 22.852
70200 22.8339
70300 22.8212
70400 22.8314
70500 22.8406
70600 22.8515
70700 22.8471
70800 22.8414
70900 22.8491
71000 22.8459
71100 22.8521
71200 22.8964
71300 22.9582
71400 22.9955
71500 23.0097
71600 23.0248
71700 23.0321
71800 22.9896
71900 22.9705
72000 22.9535
72100 22.9428
72200 22.9639
72300 22.996
72400 23.0258
72500 23.0318
72600 23.0394
72700 23.0307
72800 23.0341
72900 23.0378
73000 23.0515
73100 23.074
73200 23.1064
73300 23.1045
73400 23.0916
73500 23.0784
73600 23.0783
73700 23.0487
73800 23.0207
73900 23.004
74000 22.9855
74100 22.987
74200 22.9909
74300 23.0072
74400 23.0497
74500 23.0633
74600 23.0725
74700 23.0927
74800 23.1093
74900 23.14
75000 23.1575
75100 23.1791
75200 23.191
75300 23.2321
75400 23.2521
75500 23.2614
75600 23.2657
75700 23.2668
75800 23.2887
75900 23.2751
76000 23.2763
76100 23.2958
76200 23.2721
76300 23.2542
76400 23.2253
76500 23.22
76600 23.2331
76700 23.2807
76800 23.3131
76900 23.3445
77000 23.3372
77100 23.3397
77200 23.3532
77300 23.3515
77400 23.3525
77500 23.3627
77600 23.3673
77700 23.3611
77800 23.3671
77900 23.3557
78000 23.3758
78100 23.3746
78200 23.3876
78300 23.3955
78400 23.3836
78500 23.3838
78600 23.3938
78700 23.3789
78800 23.3496
78900 23.3406
79000 23.3106
79100 23.2894
79200 23.2957
79300 23.2953
79400 23.2995
79500 23.2899
79600 23.299
79700 23.2931
79800 23.2848
79900 23.2935
80000 23.3247
80100 23.2967
80200 23.2601
80300 23.2286
80400 23.2199
80500 23.2189
80600 23.2125
80700 23.2172
80800 23.2306
80900 23.2704
81000 23.2882
81100 23.3037
81200 23.3063
81300 23.3257
81400 23.3143
81500 23.3119
81600 23.3181
81700 23.3399
81800 23.3532
81900 23.359
82000 23.371
82100 23.3926
82200 23.3938
82300 23.4033
82400 23.4124
82500 23.4102
82600 23.3953
82700 23.3877
82800 23.3821
82900 23.4093
83000 23.4405
83100 23.4413
83200 23.422
83300 23.4267
83400 23.4408
83500 23.4484
83600 23.4742
83700 23.5004
83800 23.5273
83900 23.5696
84000 23.5981
84100 23.6023
84200 23.5992
84300 23.6156
84400 23.6345
84500 23.6202
84600 23.6492
84700 23.6521
84800 23.675
84900 23.6756
85000 23.6774
85100 23.6914
85200 23.6914
85300 23.6576
85400 23.633
85500 23.6054
85600 23.5982
85700 23.6065
85800 23.5895
85900 23.6148
86000 23.6302
86100 23.6624
86200 23.6852
86300 23.7262
86400 23.744
86500 23.7572
86600 23.7548
86700 23.7451
86800 23.7409
86900 23.7456
87000 23.7261
87100 23.7043
87200 23.684
87300 23.6721
87400 23.6487
87500 23.656
87600 23.6404
87700 23.6622
87800 23.6566
87900 23.6487
88000 23.642
88100 23.633
88200 23.6421
88300 23.6273
88400 23.601
88500 23.6186
88600 23.6188
88700 23.6266
88800 23.622
88900 23.6448
89000 23.6614
89100 23.6515
89200 23.6303
89300 23.6662
89400 23.6953
89500 23.7037
89600 23.701
89700 23.7098
89800 23.7166
89900 23.7166
90000 23.6983
90100 23.6829
90200 23.6609
90300 23.6817
90400 23.6848
90500 23.6657
90600 23.6885
90700 23.6978
90800 23.6912
90900 23.698
91000 23.708
91100 23.7454
91200 23.7773
91300 23.7827
91400 23.7766
91500 23.7153
91600 23.6982
91700 23.689
91800 23.6786
91900 23.6519
92000 23.6533
92100 23.6668
92200 23.6636
92300 23.6579
92400 23.6536
92500 23.6644
92600 23.7002
92700 23.7162
92800 23.7481
92900 23.7802
93000 23.8082
93100 23.817
93200 23.8109
93300 23.8133
93400 23.8384
93500 23.851
93600 23.8466
93700 23.8059
93800 23.7818
93900 23.7943
94000 23.8088
94100 23.8181
94200 23.814
94300 23.789
94400 23.7552
94500 23.7518
94600 23.7511
94700 23.748
94800 23.7532
94900 23.757
95000 23.777
95100 23.7735
95200 23.7881
95300 23.7733
95400 23.7912
95500 23.7798
95600 23.7852
95700 23.787
95800 23.7863
95900 23.7773
96000 23.7557
96100 23.7207
96200 23.6806
96300 23.6348
96400 23.6321
96500 23.5971
96600 23.5933
96700 23.607
96800 23.6481
96900 23.6615
97000 23.6523
97100 23.6651
97200 23.6876
97300 23.6897
97400 23.6843
97500 23.7013
97600 23.6968
97700 23.7174
97800 23.7341
97900 23.7637
98000 23.7761
98100 23.7755
98200 23.7629
98300 23.7684
98400 23.7829
98500 23.7708
98600 23.7969
98700 23.8115
98800 23.8442
98900 23.8716
99000 23.8821
99100 23.89
99200 23.8537
99300 23.8444
99400 23.8326
99500 23.8201
99600 23.7843
99700 23.772
99800 23.7258
99900 23.7045
100000 23.708
