# Time-averaged data for fix rg_avg_B
# TimeStep c_rg_B
47300 27.1374
47400 27.1593
47500 27.1763
47600 27.1951
47700 27.2023
47800 27.2002
47900 27.1948
48000 27.1792
48100 27.1847
48200 27.1782
48300 27.1653
48400 27.1554
48500 27.1493
48600 27.1548
48700 27.1558
48800 27.1521
48900 27.172
49000 27.1913
49100 27.204
49200 27.1958
49300 27.1867
49400 27.1945
49500 27.1984
49600 27.1937
49700 27.1794
49800 27.1795
49900 27.1921
50000 27.1784
50100 27.1834
50200 27.1793
50300 27.1595
50400 27.1465
50500 27.1535
50600 27.1557
50700 27.1463
50800 27.1605
50900 27.1538
51000 27.1568
51100 27.152
51200 27.181
51300 27.1817
51400 27.1714
51500 27.1824
51600 27.1653
51700 27.1427
51800 27.1595
51900 27.1737
52000 27.1924
52100 27.1988
52200 27.2116
52300 27.2233
52400 27.2185
52500 27.2239
52600 27.2255
52700 27.2265
52800 27.2318
52900 27.2278
53000 27.2286
53100 27.2304
53200 27.2263
53300 27.2431
53400 27.2592
53500 27.2783
53600 27.2766
53700 27.2715
53800 27.2652
53900 27.2846
54000 27.2846
54100 27.3073
54200 27.3315
54300 27.3284
54400 27.326
54500 27.3138
54600 27.3014
54700 27.2964
54800 27.3066
54900 27.317
55000 27.3036
55100 27.2761
55200 27.2575
55300 27.2672
55400 27.2663
55500 27.2666
55600 27.2596
55700 27.2786
55800 27.2967
55900 27.2869
56000 27.2943
56100 27.3029
56200 27.2901
56300 27.2749
56400 27.2843
56500 27.2833
56600 27.2817
56700 27.2855
56800 27.2816
56900 27.277
57000 27.2802
57100 27.2842
57200 27.2727
57300 27.2704
57400 27.3004
57500 27.3104
57600 27.3157
57700 27.3158
57800 27.3222
57900 27.332
58000 27.3365
58100 27.329
58200 27.3342
58300 27.3426
58400 27.3379
58500 27.3435
58600 27.3301
58700 27.3359
58800 27.3359
58900 27.3336
59000 27.3349
59100 27.3411
59200 27.3478
59300 27.3204
59400 27.2959
59500 27.2788
59600 27.2611
59700 27.2307
59800 27.2045
59900 27.1883
60000 27.1699
60100 27.187
60200 27.1808
60300 27.1808
60400 27.1783
60500 27.174
60600 27.1801
60700 27.1819
60800 27.1651
60900 27.1486
61000 27.1469
61100 27.1494
61200 27.1493
61300 27.1431
61400 27.1378
61500 27.1415
61600 27.15
61700 27.1557
61800 27.1685
61900 27.1562
62000 27.1639
62100 27.1635
62200 27.178
62300 27.1924
62400 27.1866
62500 27.1875
62600 27.1744
62700 27.1799
62800 27.2013
62900 27.2306
63000 27.2163
63100 27.2017
63200 27.2017
63300 27.1884
63400 27.175
63500 27.1606
63600 27.1505
63700 27.1565
63800 27.1494
63900 27.1479
64000 27.1372
64100 27.1489
64200 27.1559
64300 27.1537
64400 27.1586
64500 27.1701
64600 27.1666
64700 27.1721
64800 27.1799
64900 27.1787
65000 27.1914
65100 27.2067
65200 27.2008
65300 27.2038
65400 27.2058
65500 27.2023
65600 27.1966
65700 27.1887
65800 27.1741
65900 27.1575
66000 27.1496
66100 27.1431
66200 27.1627
66300 27.1783
66400 27.1784
66500 27.1612
66600 27.1603
66700 27.1442
66800 27.1256
66900 27.1227
67000 27.1255
67100 27.1497
67200 27.1628
67300 27.1872
67400 27.2065
67500 27.2281
67600 27.2467
67700 27.2566
67800 27.2527
67900 27.2362
68000 27.2267
68100 27.2151
68200 27.206
68300 27.1827
68400 27.1869
68500 27.1728
68600 27.166
68700 27.1664
68800 27.1548
68900 27.1246
69000 27.1096
69100 27.0917
69200 27.0936
69300 27.1085
69400 27.0988
69500 27.083
69600 27.0719
69700 27.0575
69800 27.037
69900 27.0285
70000 27.0525
70100 27.0706
70200 27.0724
70300 27.0575
70400 27.05
70500 27.0454
70600 27.0504
70700 27.0581
70800 27.06
70900 27.0627
71000 27.0809
71100 27.0833
71200 27.0739
71300 27.0578
71400 27.0564
71500 27.0622
71600 27.0595
71700 27.0447
71800 27.0388
71900 27.0326
72000 27.0304
72100 27.0238
72200 27.0264
72300 27.033
72400 27.0272
72500 27.0187
72600 27.009
72700 26.9886
72800 26.9824
72900 26.9762
73000 26.9637
73100 26.9564
73200 26.944
73300 26.9558
73400 26.9541
73500 26.9471
73600 26.9506
73700 26.947
73800 26.942
73900 26.9329
74000 26.93
74100 26.9186
74200 26.9267
74300 26.9262
74400 26.9301
74500 26.9328
74600 26.9046
74700 26.8908
74800 26.8779
74900 26.8395
75000 26.8042
75100 26.7773
75200 26.7658
75300 26.7515
75400 26.736
75500 26.7372
75600 26.7264
75700 26.7114
75800 26.7132
75900 26.7121
76000 26.7025
76100 26.7086
76200 26.7093
76300 26.7291
76400 26.7408
76500 26.7459
76600 26.7393
76700 26.7247
76800 26.7279
76900 26.7176
77000 26.7115
77100 26.719
77200 26.7233
77300 26.7269
77400 26.7257
77500 26.7183
77600 26.716
77700 26.7015
77800 26.6846
77900 26.6746
78000 26.6606
78100 26.6535
78200 26.6417
78300 26.6406
78400 26.6301
78500 26.6192
78600 26.6075
78700 26.5989
78800 26.6014
78900 26.5839
79000 26.5703
79100 26.5642
79200 26.5739
79300 26.5847
79400 26.5913
79500 26.5972
79600 26.5886
79700 26.5756
79800 26.5625
79900 26.5523
80000 26.5596
80100 26.578
80200 26.5916
80300 26.5833
80400 26.5866
80500 26.586
80600 26.5752
80700 26.5633
80800 26.5585
80900 26.5456
81000 26.5324
81100 26.5416
81200 26.5624
81300 26.5533
81400 26.574
81500 26.5539
81600 26.532
81700 26.5117
81800 26.4946
81900 26.4739
82000 26.4882
82100 26.5028
82200 26.5
82300 26.4975
82400 26.4917
82500 26.4829
82600 26.47
82700 26.4578
82800 26.4662
82900 26.4752
83000 26.463
83100 26.4481
83200 26.4337
83300 26.4098
83400 26.3781
83500 26.3532
83600 26.3503
83700 26.3482
83800 26.351
83900 26.3187
84000 26.319
84100 26.3199
84200 26.3205
84300 26.3257
84400 26.321
84500 26.3275
84600 26.3204
84700 26.3265
84800 26.3187
84900 26.3297
85000 26.3367
85100 26.3366
85200 26.327
85300 26.3174
85400 26.3308
85500 26.335
85600 26.3323
85700 26.3118
85800 26.3032
85900 26.3113
86000 26.3187
86100 26.3208
86200 26.3124
86300 26.3046
86400 26.2754
86500 26.2733
86600 26.2823
86700 26.282
86800 26.2844
86900 26.274
87000 26.2996
87100 26.3003
87200 26.32
87300 26.3162
87400 26.3129
87500 26.3072
87600 26.2967
87700 26.2953
87800 26.3033
87900 26.3166
88000 26.3194
88100 26.3263
88200 26.3262
88300 26.3154
88400 26.3199
88500 26.3247
88600 26.3327
88700 26.3156
88800 26.3032
88900 26.2942
89000 26.3098
89100 26.3166
89200 26.3061
89300 26.319
89400 26.3219
89500 26.3364
89600 26.3456
89700 26.3507
89800 26.3404
89900 26.321
90000 26.3186
90100 26.329
90200 26.3356
90300 26.3298
90400 26.3349
90500 26.3402
90600 26.3548
90700 26.3709
90800 26.3838
90900 26.3839
91000 26.3846
91100 26.3934
91200 26.3958
91300 26.3648
91400 26.3468
91500 26.3487
91600 26.3382
91700 26.3362
91800 26.3237
91900 26.3326
92000 26.3361
92100 26.3548
92200 26.3689
92300 26.3704
92400 26.3962
92500 26.3949
92600 26.4044
92700 26.4138
92800 26.4105
92900 26.4003
93000 26.422
93100 26.4524
93200 26.4579
93300 26.4579
93400 26.4645
93500 26.4727
93600 26.4755
93700 26.4904
93800 26.4993
93900 26.5044
94000 26.4977
94100 26.5009
94200 26.5241
94300 26.534
94400 26.5393
94500 26.5573
94600 26.5595
94700 26.5547
94800 26.5458
94900 26.5489
95000 26.5709
95100 26.5678
95200 26.5499
95300 26.5513
95400 26.5569
95500 26.5273
95600 26.5029
95700 26.4943
95800 26.4835
95900 26.4658
96000 26.4647
96100 26.4653
96200 26.4718
96300 26.4945
96400 26.4843
96500 26.5085
96600 26.5279
96700 26.5466
96800 26.5537
96900 26.5668
97000 26.5856
97100 26.6099
97200 26.6411
97300 26.6591
97400 26.6537
97500 26.6532
97600 26.6406
97700 26.6387
97800 26.6513
97900 26.6592
98000 26.6542
98100 26.6564
98200 26.6633
98300 26.6864
98400 26.7002
98500 26.7234
98600 26.7302
98700 26.7344
98800 26.7521
98900 26.7773
99000 26.7829
99100 26.7803
99200 26.7727
99300 26.7771
99400 26.7603
99500 26.754
99600 26.7565
99700 26.7583
99800 26.7636
99900 26.769
100000 26.7705
